author_id_1,author_id_2,same_author
https://openalex.org/A5000000032,https://openalex.org/A5000002018,1
https://openalex.org/A5000000032,https://openalex.org/A5000013222,1
https://openalex.org/A5000000032,https://openalex.org/A5000013852,1
https://openalex.org/A5000000046,https://openalex.org/A5000009798,1
https://openalex.org/A5000000082,https://openalex.org/A5000026627,1
https://openalex.org/A5000000092,https://openalex.org/A5000018058,1
https://openalex.org/A5000000116,https://openalex.org/A5000001099,1
https://openalex.org/A5000000116,https://openalex.org/A5000001455,1
https://openalex.org/A5000000116,https://openalex.org/A5000007930,1
https://openalex.org/A5000000116,https://openalex.org/A5000011776,1
https://openalex.org/A5000000116,https://openalex.org/A5000013478,1
https://openalex.org/A5000000117,https://openalex.org/A5000004447,1
https://openalex.org/A5000000117,https://openalex.org/A5000005560,1
https://openalex.org/A5000000123,https://openalex.org/A5000007589,1
https://openalex.org/A5000000123,https://openalex.org/A5000012639,1
https://openalex.org/A5000000123,https://openalex.org/A5000016519,1
https://openalex.org/A5000000123,https://openalex.org/A5000017109,1
https://openalex.org/A5000000129,https://openalex.org/A5000006665,1
https://openalex.org/A5000000129,https://openalex.org/A5000024644,1
https://openalex.org/A5000000129,https://openalex.org/A5000024828,1
https://openalex.org/A5000000132,https://openalex.org/A5000001460,1
https://openalex.org/A5000000135,https://openalex.org/A5000005311,1
https://openalex.org/A5000000135,https://openalex.org/A5000017440,1
https://openalex.org/A5000000135,https://openalex.org/A5000020082,1
https://openalex.org/A5000000147,https://openalex.org/A5000011734,1
https://openalex.org/A5000000155,https://openalex.org/A5000001435,1
https://openalex.org/A5000000155,https://openalex.org/A5000002071,1
https://openalex.org/A5000000155,https://openalex.org/A5000004359,1
https://openalex.org/A5000000155,https://openalex.org/A5000004992,1
https://openalex.org/A5000000155,https://openalex.org/A5000005965,1
https://openalex.org/A5000000155,https://openalex.org/A5000013222,1
https://openalex.org/A5000000155,https://openalex.org/A5000016975,1
https://openalex.org/A5000000155,https://openalex.org/A5000017207,1
https://openalex.org/A5000000155,https://openalex.org/A5000019078,1
https://openalex.org/A5000000155,https://openalex.org/A5000027341,1
https://openalex.org/A5000000157,https://openalex.org/A5000006145,1
https://openalex.org/A5000000157,https://openalex.org/A5000012849,1
https://openalex.org/A5000000157,https://openalex.org/A5000022343,1
https://openalex.org/A5000000190,https://openalex.org/A5000004071,1
https://openalex.org/A5000000190,https://openalex.org/A5000005666,1
https://openalex.org/A5000000190,https://openalex.org/A5000013168,1
https://openalex.org/A5000000196,https://openalex.org/A5000003694,1
https://openalex.org/A5000000196,https://openalex.org/A5000023960,1
https://openalex.org/A5000000196,https://openalex.org/A5000024142,1
https://openalex.org/A5000000210,https://openalex.org/A5000001272,1
https://openalex.org/A5000000210,https://openalex.org/A5000002158,1
https://openalex.org/A5000000210,https://openalex.org/A5000002311,1
https://openalex.org/A5000000210,https://openalex.org/A5000006006,1
https://openalex.org/A5000000210,https://openalex.org/A5000023792,1
https://openalex.org/A5000000210,https://openalex.org/A5000023913,1
https://openalex.org/A5000000288,https://openalex.org/A5000011361,1
https://openalex.org/A5000000288,https://openalex.org/A5000014150,1
https://openalex.org/A5000000288,https://openalex.org/A5000016456,1
https://openalex.org/A5000000288,https://openalex.org/A5000026560,1
https://openalex.org/A5000000303,https://openalex.org/A5000000618,1
https://openalex.org/A5000000303,https://openalex.org/A5000014990,1
https://openalex.org/A5000000303,https://openalex.org/A5000016925,1
https://openalex.org/A5000000303,https://openalex.org/A5000017076,1
https://openalex.org/A5000000303,https://openalex.org/A5000021851,1
https://openalex.org/A5000000303,https://openalex.org/A5000022438,1
https://openalex.org/A5000000303,https://openalex.org/A5000025713,1
https://openalex.org/A5000000311,https://openalex.org/A5000000328,1
https://openalex.org/A5000000311,https://openalex.org/A5000001121,1
https://openalex.org/A5000000311,https://openalex.org/A5000005833,1
https://openalex.org/A5000000311,https://openalex.org/A5000009355,1
https://openalex.org/A5000000311,https://openalex.org/A5000012067,1
https://openalex.org/A5000000311,https://openalex.org/A5000024142,1
https://openalex.org/A5000000311,https://openalex.org/A5000024533,1
https://openalex.org/A5000000328,https://openalex.org/A5000000680,1
https://openalex.org/A5000000328,https://openalex.org/A5000001121,1
https://openalex.org/A5000000328,https://openalex.org/A5000001351,1
https://openalex.org/A5000000328,https://openalex.org/A5000004188,1
https://openalex.org/A5000000328,https://openalex.org/A5000005186,1
https://openalex.org/A5000000328,https://openalex.org/A5000006165,1
https://openalex.org/A5000000328,https://openalex.org/A5000006851,1
https://openalex.org/A5000000328,https://openalex.org/A5000009355,1
https://openalex.org/A5000000328,https://openalex.org/A5000013421,1
https://openalex.org/A5000000328,https://openalex.org/A5000021767,1
https://openalex.org/A5000000328,https://openalex.org/A5000023881,1
https://openalex.org/A5000000328,https://openalex.org/A5000024142,1
https://openalex.org/A5000000328,https://openalex.org/A5000024533,1
https://openalex.org/A5000000328,https://openalex.org/A5000026532,1
https://openalex.org/A5000000335,https://openalex.org/A5000001064,1
https://openalex.org/A5000000335,https://openalex.org/A5000015113,1
https://openalex.org/A5000000368,https://openalex.org/A5000006984,1
https://openalex.org/A5000000371,https://openalex.org/A5000003573,1
https://openalex.org/A5000000371,https://openalex.org/A5000011359,1
https://openalex.org/A5000000371,https://openalex.org/A5000023635,1
https://openalex.org/A5000000400,https://openalex.org/A5000007589,1
https://openalex.org/A5000000400,https://openalex.org/A5000009965,1
https://openalex.org/A5000000400,https://openalex.org/A5000025468,1
https://openalex.org/A5000000400,https://openalex.org/A5000026205,1
https://openalex.org/A5000000421,https://openalex.org/A5000025713,1
https://openalex.org/A5000000441,https://openalex.org/A5000008138,1
https://openalex.org/A5000000441,https://openalex.org/A5000010723,1
https://openalex.org/A5000000441,https://openalex.org/A5000016864,1
https://openalex.org/A5000000441,https://openalex.org/A5000017329,1
https://openalex.org/A5000000489,https://openalex.org/A5000007854,1
https://openalex.org/A5000000489,https://openalex.org/A5000020744,1
https://openalex.org/A5000000489,https://openalex.org/A5000021525,1
https://openalex.org/A5000000499,https://openalex.org/A5000001772,1
https://openalex.org/A5000000499,https://openalex.org/A5000013502,1
https://openalex.org/A5000000499,https://openalex.org/A5000017062,1
https://openalex.org/A5000000618,https://openalex.org/A5000011125,1
https://openalex.org/A5000000618,https://openalex.org/A5000013295,1
https://openalex.org/A5000000618,https://openalex.org/A5000014990,1
https://openalex.org/A5000000618,https://openalex.org/A5000016925,1
https://openalex.org/A5000000618,https://openalex.org/A5000017076,1
https://openalex.org/A5000000618,https://openalex.org/A5000021851,1
https://openalex.org/A5000000618,https://openalex.org/A5000022438,1
https://openalex.org/A5000000669,https://openalex.org/A5000019003,1
https://openalex.org/A5000000680,https://openalex.org/A5000005424,1
https://openalex.org/A5000000680,https://openalex.org/A5000022585,1
https://openalex.org/A5000000680,https://openalex.org/A5000023881,1
https://openalex.org/A5000000680,https://openalex.org/A5000025780,1
https://openalex.org/A5000000699,https://openalex.org/A5000003108,1
https://openalex.org/A5000000699,https://openalex.org/A5000004351,1
https://openalex.org/A5000000699,https://openalex.org/A5000006675,1
https://openalex.org/A5000000699,https://openalex.org/A5000012414,1
https://openalex.org/A5000000699,https://openalex.org/A5000013314,1
https://openalex.org/A5000000699,https://openalex.org/A5000022550,1
https://openalex.org/A5000000699,https://openalex.org/A5000026131,1
https://openalex.org/A5000000718,https://openalex.org/A5000002900,1
https://openalex.org/A5000000808,https://openalex.org/A5000021166,1
https://openalex.org/A5000000809,https://openalex.org/A5000003043,1
https://openalex.org/A5000000809,https://openalex.org/A5000026860,1
https://openalex.org/A5000000817,https://openalex.org/A5000025773,1
https://openalex.org/A5000000861,https://openalex.org/A5000002396,1
https://openalex.org/A5000000861,https://openalex.org/A5000004267,1
https://openalex.org/A5000000861,https://openalex.org/A5000005599,1
https://openalex.org/A5000000861,https://openalex.org/A5000009042,1
https://openalex.org/A5000000861,https://openalex.org/A5000010258,1
https://openalex.org/A5000000861,https://openalex.org/A5000013168,1
https://openalex.org/A5000000861,https://openalex.org/A5000017131,1
https://openalex.org/A5000000861,https://openalex.org/A5000020022,1
https://openalex.org/A5000000861,https://openalex.org/A5000023134,1
https://openalex.org/A5000000878,https://openalex.org/A5000019272,1
https://openalex.org/A5000000881,https://openalex.org/A5000011651,1
https://openalex.org/A5000000881,https://openalex.org/A5000014890,1
https://openalex.org/A5000000881,https://openalex.org/A5000017836,1
https://openalex.org/A5000000881,https://openalex.org/A5000025186,1
https://openalex.org/A5000000881,https://openalex.org/A5000027184,1
https://openalex.org/A5000000968,https://openalex.org/A5000013392,1
https://openalex.org/A5000001029,https://openalex.org/A5000015458,1
https://openalex.org/A5000001036,https://openalex.org/A5000009376,1
https://openalex.org/A5000001036,https://openalex.org/A5000010327,1
https://openalex.org/A5000001036,https://openalex.org/A5000018316,1
https://openalex.org/A5000001036,https://openalex.org/A5000024586,1
https://openalex.org/A5000001064,https://openalex.org/A5000007993,1
https://openalex.org/A5000001064,https://openalex.org/A5000009790,1
https://openalex.org/A5000001064,https://openalex.org/A5000017481,1
https://openalex.org/A5000001064,https://openalex.org/A5000024740,1
https://openalex.org/A5000001071,https://openalex.org/A5000009615,1
https://openalex.org/A5000001099,https://openalex.org/A5000004958,1
https://openalex.org/A5000001099,https://openalex.org/A5000013478,1
https://openalex.org/A5000001099,https://openalex.org/A5000022427,1
https://openalex.org/A5000001121,https://openalex.org/A5000001174,1
https://openalex.org/A5000001121,https://openalex.org/A5000003309,1
https://openalex.org/A5000001121,https://openalex.org/A5000005456,1
https://openalex.org/A5000001121,https://openalex.org/A5000005833,1
https://openalex.org/A5000001121,https://openalex.org/A5000009355,1
https://openalex.org/A5000001121,https://openalex.org/A5000010047,1
https://openalex.org/A5000001121,https://openalex.org/A5000011724,1
https://openalex.org/A5000001121,https://openalex.org/A5000012067,1
https://openalex.org/A5000001121,https://openalex.org/A5000014182,1
https://openalex.org/A5000001121,https://openalex.org/A5000024142,1
https://openalex.org/A5000001121,https://openalex.org/A5000024533,1
https://openalex.org/A5000001121,https://openalex.org/A5000026598,1
https://openalex.org/A5000001156,https://openalex.org/A5000008077,1
https://openalex.org/A5000001156,https://openalex.org/A5000012096,1
https://openalex.org/A5000001156,https://openalex.org/A5000012839,1
https://openalex.org/A5000001174,https://openalex.org/A5000005456,1
https://openalex.org/A5000001174,https://openalex.org/A5000005833,1
https://openalex.org/A5000001174,https://openalex.org/A5000006982,1
https://openalex.org/A5000001174,https://openalex.org/A5000010047,1
https://openalex.org/A5000001174,https://openalex.org/A5000011170,1
https://openalex.org/A5000001174,https://openalex.org/A5000013074,1
https://openalex.org/A5000001174,https://openalex.org/A5000013085,1
https://openalex.org/A5000001174,https://openalex.org/A5000020146,1
https://openalex.org/A5000001174,https://openalex.org/A5000021537,1
https://openalex.org/A5000001174,https://openalex.org/A5000026598,1
https://openalex.org/A5000001174,https://openalex.org/A5000027052,1
https://openalex.org/A5000001197,https://openalex.org/A5000017465,1
https://openalex.org/A5000001198,https://openalex.org/A5000014363,1
https://openalex.org/A5000001198,https://openalex.org/A5000022094,1
https://openalex.org/A5000001198,https://openalex.org/A5000022752,1
https://openalex.org/A5000001272,https://openalex.org/A5000002158,1
https://openalex.org/A5000001272,https://openalex.org/A5000006006,1
https://openalex.org/A5000001284,https://openalex.org/A5000001805,1
https://openalex.org/A5000001284,https://openalex.org/A5000012839,1
https://openalex.org/A5000001284,https://openalex.org/A5000013965,1
https://openalex.org/A5000001284,https://openalex.org/A5000019797,1
https://openalex.org/A5000001284,https://openalex.org/A5000019976,1
https://openalex.org/A5000001284,https://openalex.org/A5000021637,1
https://openalex.org/A5000001284,https://openalex.org/A5000024481,1
https://openalex.org/A5000001284,https://openalex.org/A5000025412,1
https://openalex.org/A5000001284,https://openalex.org/A5000025743,1
https://openalex.org/A5000001284,https://openalex.org/A5000026095,1
https://openalex.org/A5000001305,https://openalex.org/A5000009780,1
https://openalex.org/A5000001306,https://openalex.org/A5000007224,1
