author_id_1,author_id_2,same_author
https://openalex.org/A5000000123,https://openalex.org/A5000012639,1
https://openalex.org/A5000000135,https://openalex.org/A5000017440,1
https://openalex.org/A5000000135,https://openalex.org/A5000020082,1
https://openalex.org/A5000000155,https://openalex.org/A5000002071,1
https://openalex.org/A5000000155,https://openalex.org/A5000005965,1
https://openalex.org/A5000000155,https://openalex.org/A5000016975,1
https://openalex.org/A5000000155,https://openalex.org/A5000019078,1
https://openalex.org/A5000000155,https://openalex.org/A5000027341,1
https://openalex.org/A5000000210,https://openalex.org/A5000001272,1
https://openalex.org/A5000000210,https://openalex.org/A5000006006,1
https://openalex.org/A5000000303,https://openalex.org/A5000014990,1
https://openalex.org/A5000000311,https://openalex.org/A5000001121,1
https://openalex.org/A5000000311,https://openalex.org/A5000009355,1
https://openalex.org/A5000000311,https://openalex.org/A5000024142,1
https://openalex.org/A5000000335,https://openalex.org/A5000015113,1
https://openalex.org/A5000000368,https://openalex.org/A5000006984,1
https://openalex.org/A5000000441,https://openalex.org/A5000008138,1
https://openalex.org/A5000000618,https://openalex.org/A5000017076,1
https://openalex.org/A5000000680,https://openalex.org/A5000025780,1
https://openalex.org/A5000000861,https://openalex.org/A5000002396,1
https://openalex.org/A5000000861,https://openalex.org/A5000004267,1
https://openalex.org/A5000000861,https://openalex.org/A5000009042,1
https://openalex.org/A5000000861,https://openalex.org/A5000020022,1
https://openalex.org/A5000001071,https://openalex.org/A5000009615,1
https://openalex.org/A5000001099,https://openalex.org/A5000004958,1
https://openalex.org/A5000001121,https://openalex.org/A5000003309,1
https://openalex.org/A5000001121,https://openalex.org/A5000005833,1
https://openalex.org/A5000001121,https://openalex.org/A5000011724,1
https://openalex.org/A5000001121,https://openalex.org/A5000012067,1
https://openalex.org/A5000001121,https://openalex.org/A5000024142,1
https://openalex.org/A5000001174,https://openalex.org/A5000027052,1
https://openalex.org/A5000001284,https://openalex.org/A5000025743,1
https://openalex.org/A5000001312,https://openalex.org/A5000005202,1
https://openalex.org/A5000001452,https://openalex.org/A5000012223,1
https://openalex.org/A5000001455,https://openalex.org/A5000008579,1
https://openalex.org/A5000001636,https://openalex.org/A5000026742,1
https://openalex.org/A5000001652,https://openalex.org/A5000008366,1
https://openalex.org/A5000001652,https://openalex.org/A5000014442,1
https://openalex.org/A5000001772,https://openalex.org/A5000023122,1
https://openalex.org/A5000001789,https://openalex.org/A5000015914,1
https://openalex.org/A5000001789,https://openalex.org/A5000020618,1
https://openalex.org/A5000001891,https://openalex.org/A5000011359,1
https://openalex.org/A5000001891,https://openalex.org/A5000025750,1
https://openalex.org/A5000001986,https://openalex.org/A5000021767,1
https://openalex.org/A5000002071,https://openalex.org/A5000005965,1
https://openalex.org/A5000002071,https://openalex.org/A5000016975,1
https://openalex.org/A5000002071,https://openalex.org/A5000019078,1
https://openalex.org/A5000002071,https://openalex.org/A5000027341,1
https://openalex.org/A5000002396,https://openalex.org/A5000004267,1
https://openalex.org/A5000002396,https://openalex.org/A5000009042,1
https://openalex.org/A5000002396,https://openalex.org/A5000020022,1
https://openalex.org/A5000002420,https://openalex.org/A5000004388,1
https://openalex.org/A5000002420,https://openalex.org/A5000017106,1
https://openalex.org/A5000002457,https://openalex.org/A5000025030,1
https://openalex.org/A5000002475,https://openalex.org/A5000010200,1
https://openalex.org/A5000002475,https://openalex.org/A5000016239,1
https://openalex.org/A5000002485,https://openalex.org/A5000004050,1
https://openalex.org/A5000002485,https://openalex.org/A5000015090,1
https://openalex.org/A5000002798,https://openalex.org/A5000015582,1
https://openalex.org/A5000002798,https://openalex.org/A5000024670,1
https://openalex.org/A5000003094,https://openalex.org/A5000020872,1
https://openalex.org/A5000003119,https://openalex.org/A5000004697,1
https://openalex.org/A5000003119,https://openalex.org/A5000016341,1
https://openalex.org/A5000003309,https://openalex.org/A5000010047,1
https://openalex.org/A5000003375,https://openalex.org/A5000007203,1
https://openalex.org/A5000003647,https://openalex.org/A5000008366,1
https://openalex.org/A5000003647,https://openalex.org/A5000024855,1
https://openalex.org/A5000003703,https://openalex.org/A5000022380,1
https://openalex.org/A5000003852,https://openalex.org/A5000024949,1
https://openalex.org/A5000004050,https://openalex.org/A5000015090,1
https://openalex.org/A5000004084,https://openalex.org/A5000017273,1
https://openalex.org/A5000004204,https://openalex.org/A5000022250,1
https://openalex.org/A5000004260,https://openalex.org/A5000005763,1
https://openalex.org/A5000004263,https://openalex.org/A5000004783,1
https://openalex.org/A5000004267,https://openalex.org/A5000005965,1
https://openalex.org/A5000004267,https://openalex.org/A5000009042,1
https://openalex.org/A5000004267,https://openalex.org/A5000017131,1
https://openalex.org/A5000004267,https://openalex.org/A5000027341,1
https://openalex.org/A5000004447,https://openalex.org/A5000016037,1
https://openalex.org/A5000004692,https://openalex.org/A5000023174,1
https://openalex.org/A5000004733,https://openalex.org/A5000007353,1
https://openalex.org/A5000004733,https://openalex.org/A5000017748,1
https://openalex.org/A5000004777,https://openalex.org/A5000022808,1
https://openalex.org/A5000004812,https://openalex.org/A5000011215,1
https://openalex.org/A5000004818,https://openalex.org/A5000017624,1
https://openalex.org/A5000004818,https://openalex.org/A5000023532,1
https://openalex.org/A5000004818,https://openalex.org/A5000024533,1
https://openalex.org/A5000004821,https://openalex.org/A5000008453,1
https://openalex.org/A5000004904,https://openalex.org/A5000016519,1
https://openalex.org/A5000004905,https://openalex.org/A5000016348,1
https://openalex.org/A5000004917,https://openalex.org/A5000011321,1
https://openalex.org/A5000004917,https://openalex.org/A5000013085,1
https://openalex.org/A5000004992,https://openalex.org/A5000005965,1
https://openalex.org/A5000004992,https://openalex.org/A5000008737,1
https://openalex.org/A5000004992,https://openalex.org/A5000010430,1
https://openalex.org/A5000004992,https://openalex.org/A5000013222,1
https://openalex.org/A5000004992,https://openalex.org/A5000019078,1
https://openalex.org/A5000004992,https://openalex.org/A5000027341,1
https://openalex.org/A5000005143,https://openalex.org/A5000014057,1
https://openalex.org/A5000005154,https://openalex.org/A5000020382,1
https://openalex.org/A5000005165,https://openalex.org/A5000026163,1
https://openalex.org/A5000005237,https://openalex.org/A5000009804,1
https://openalex.org/A5000005237,https://openalex.org/A5000025412,1
https://openalex.org/A5000005427,https://openalex.org/A5000023881,1
https://openalex.org/A5000005456,https://openalex.org/A5000014182,1
https://openalex.org/A5000005599,https://openalex.org/A5000008737,1
https://openalex.org/A5000005599,https://openalex.org/A5000010258,1
https://openalex.org/A5000005666,https://openalex.org/A5000024411,1
https://openalex.org/A5000005685,https://openalex.org/A5000006779,1
https://openalex.org/A5000005685,https://openalex.org/A5000026020,1
https://openalex.org/A5000005763,https://openalex.org/A5000023869,1
https://openalex.org/A5000005767,https://openalex.org/A5000025280,1
https://openalex.org/A5000005767,https://openalex.org/A5000026055,1
https://openalex.org/A5000005810,https://openalex.org/A5000016659,1
