author_id_1,author_id_2,same_author
https://openalex.org/A5000000155,https://openalex.org/A5000002071,1
https://openalex.org/A5000000155,https://openalex.org/A5000005965,1
https://openalex.org/A5000000155,https://openalex.org/A5000019078,1
https://openalex.org/A5000000155,https://openalex.org/A5000027341,1
https://openalex.org/A5000000861,https://openalex.org/A5000002396,1
https://openalex.org/A5000001312,https://openalex.org/A5000005202,1
https://openalex.org/A5000001636,https://openalex.org/A5000026742,1
https://openalex.org/A5000001789,https://openalex.org/A5000015914,1
https://openalex.org/A5000001789,https://openalex.org/A5000020618,1
https://openalex.org/A5000002071,https://openalex.org/A5000005965,1
https://openalex.org/A5000002071,https://openalex.org/A5000019078,1
https://openalex.org/A5000002071,https://openalex.org/A5000027341,1
https://openalex.org/A5000002485,https://openalex.org/A5000004050,1
https://openalex.org/A5000004267,https://openalex.org/A5000009042,1
https://openalex.org/A5000004992,https://openalex.org/A5000005965,1
https://openalex.org/A5000004992,https://openalex.org/A5000019078,1
https://openalex.org/A5000004992,https://openalex.org/A5000027341,1
https://openalex.org/A5000005456,https://openalex.org/A5000014182,1
https://openalex.org/A5000005599,https://openalex.org/A5000008737,1
https://openalex.org/A5000005685,https://openalex.org/A5000006779,1
https://openalex.org/A5000005763,https://openalex.org/A5000023869,1
https://openalex.org/A5000005965,https://openalex.org/A5000019078,1
https://openalex.org/A5000005965,https://openalex.org/A5000027341,1
https://openalex.org/A5000007285,https://openalex.org/A5000026796,1
https://openalex.org/A5000007716,https://openalex.org/A5000017573,1
https://openalex.org/A5000008992,https://openalex.org/A5000025502,1
https://openalex.org/A5000009355,https://openalex.org/A5000024142,1
https://openalex.org/A5000009355,https://openalex.org/A5000024533,1
https://openalex.org/A5000010200,https://openalex.org/A5000019546,1
https://openalex.org/A5000010696,https://openalex.org/A5000017624,1
https://openalex.org/A5000011394,https://openalex.org/A5000016004,1
https://openalex.org/A5000012839,https://openalex.org/A5000023099,1
https://openalex.org/A5000015311,https://openalex.org/A5000017772,1
https://openalex.org/A5000016867,https://openalex.org/A5000026532,1
https://openalex.org/A5000017624,https://openalex.org/A5000023532,1
https://openalex.org/A5000019078,https://openalex.org/A5000027341,1
https://openalex.org/A5000024142,https://openalex.org/A5000024533,1
https://openalex.org/A5000016348,https://openalex.org/A5000003478,0
https://openalex.org/A5000017207,https://openalex.org/A5000013630,0
https://openalex.org/A5000016200,https://openalex.org/A5000011776,0
https://openalex.org/A5000025767,https://openalex.org/A5000019546,0
https://openalex.org/A5000015847,https://openalex.org/A5000006175,0
https://openalex.org/A5000007209,https://openalex.org/A5000020923,0
https://openalex.org/A5000026089,https://openalex.org/A5000005631,0
https://openalex.org/A5000025042,https://openalex.org/A5000025225,0
https://openalex.org/A5000000669,https://openalex.org/A5000012823,0
https://openalex.org/A5000013725,https://openalex.org/A5000022997,0
https://openalex.org/A5000019296,https://openalex.org/A5000015311,0
https://openalex.org/A5000007728,https://openalex.org/A5000000604,0
https://openalex.org/A5000020874,https://openalex.org/A5000002990,0
https://openalex.org/A5000024670,https://openalex.org/A5000006259,0
https://openalex.org/A5000004697,https://openalex.org/A5000009269,0
https://openalex.org/A5000020618,https://openalex.org/A5000001312,0
https://openalex.org/A5000011579,https://openalex.org/A5000024527,0
https://openalex.org/A5000021361,https://openalex.org/A5000018347,0
https://openalex.org/A5000016584,https://openalex.org/A5000020082,0
https://openalex.org/A5000017490,https://openalex.org/A5000006201,0
https://openalex.org/A5000013136,https://openalex.org/A5000011498,0
https://openalex.org/A5000025288,https://openalex.org/A5000004161,0
https://openalex.org/A5000022974,https://openalex.org/A5000026089,0
https://openalex.org/A5000020706,https://openalex.org/A5000021767,0
https://openalex.org/A5000009965,https://openalex.org/A5000001121,0
https://openalex.org/A5000007138,https://openalex.org/A5000007285,0
https://openalex.org/A5000010705,https://openalex.org/A5000019721,0
https://openalex.org/A5000026575,https://openalex.org/A5000025502,0
https://openalex.org/A5000008579,https://openalex.org/A5000020791,0
https://openalex.org/A5000018347,https://openalex.org/A5000026359,0
https://openalex.org/A5000020744,https://openalex.org/A5000003988,0
https://openalex.org/A5000010321,https://openalex.org/A5000006966,0
https://openalex.org/A5000020927,https://openalex.org/A5000007149,0
https://openalex.org/A5000001486,https://openalex.org/A5000004709,0
https://openalex.org/A5000008223,https://openalex.org/A5000004812,0
https://openalex.org/A5000019362,https://openalex.org/A5000021108,0
https://openalex.org/A5000026479,https://openalex.org/A5000007589,0
